Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,New_cases_roll7,New_deaths_roll7,CFR_roll7,Variant_phase,ISO3,COUNTRY,COVID_VACCINE_ADM_TOT_A1D,COVID_VACCINE_ADM_TOT_BOOST,COVID_VACCINE_ADM_TOT_CPS,COVID_VACCINE_ADM_TOT_DOSES,COVID_VACCINE_ADM_TOT_DOSES_PER100,COVID_VACCINE_COV_TOT_A1D,COVID_VACCINE_COV_TOT_BOOST,COVID_VACCINE_COV_TOT_CPS,COVID_VACCINE_DATE_INTRO_FIRST,COVID_VACCINE_DATE_REPORT_TOT_LAST,CFR_roll7_clean,population,cases_per_million,deaths_per_million
2022-09-11,IE,Ireland,EUR,223.0,1659326,3.0,7973,254.28571428571428,2.142857142857143,0.0084269662921348,Post-Omicron,IRL,,4053472.5,3010255.0,4015825.0,11593949.0,233.5,81.5,60.5,81.0,,,0.0084269662921348,5028000,50.57392885555176,0.4261847937265598
2022-09-12,IE,Ireland,EUR,241.0,1659567,2.0,7975,240.7142857142857,2.142857142857143,0.0089020771513353,Post-Omicron,IRL,,4054124.75,3010953.8571428573,4016349.785714286,11598058.857142856,233.6071428571429,81.53571428571429,60.535714285714285,81.0,,,0.0089020771513353,5028000,47.87475849528355,0.4261847937265598
2022-09-13,IE,Ireland,EUR,116.0,1659683,4.0,7979,236.0,2.142857142857143,0.0090799031476997,Post-Omicron,IRL,,4054777.0,3011652.714285714,4016874.5714285714,11602168.714285716,233.7142857142857,81.57142857142857,60.57142857142857,81.0,,,0.0090799031476997,5028000,46.93715194908513,0.4261847937265598
2022-09-14,IE,Ireland,EUR,22.0,1659705,1.0,7980,235.57142857142856,2.0,0.0084899939357186,Post-Omicron,IRL,,4055429.25,3012351.571428572,4017399.357142857,11606278.57142857,233.82142857142856,81.60714285714286,60.60714285714285,81.0,,,0.0084899939357186,5028000,46.85191499033981,0.39777247414478917
2022-09-15,IE,Ireland,EUR,455.0,1660160,2.0,7982,226.28571428571428,2.142857142857143,0.0094696969696969,Post-Omicron,IRL,,4056081.5,3013050.4285714286,4017924.142857143,11610388.42857143,233.92857142857144,81.64285714285714,60.642857142857146,81.0,,,0.0094696969696969,5028000,45.005114217524714,0.4261847937265598
2022-09-16,IE,Ireland,EUR,259.0,1660419,2.0,7984,228.7142857142857,2.2857142857142856,0.0099937539038101,Post-Omicron,IRL,,4056733.75,3013749.285714286,4018448.9285714286,11614498.285714284,234.03571428571428,81.67857142857143,60.67857142857143,81.0,,,0.0099937539038101,5028000,45.48812365041481,0.45459711330833047
2022-09-17,IE,Ireland,EUR,267.0,1660686,1.0,7985,226.14285714285717,2.142857142857143,0.0094756790903348,Post-Omicron,IRL,,4057386.0,3014448.1428571427,4018973.714285714,11618608.142857144,234.1428571428572,81.71428571428571,60.71428571428572,81.0,,,0.0094756790903348,5028000,44.97670189794295,0.4261847937265598
2022-09-18,IE,Ireland,EUR,195.0,1660881,1.0,7986,222.14285714285717,1.8571428571428568,0.0083601286173633,Post-Omicron,IRL,,4058038.25,3015147.0,4019498.5,11622718.0,234.25,81.75,60.75,81.0,,,0.0083601286173633,5028000,44.18115694965338,0.36936015456301846
2022-09-19,IE,Ireland,EUR,314.0,1661195,3.0,7989,232.57142857142856,2.0,0.0085995085995086,Post-Omicron,IRL,,4058690.5,3015845.8571428573,4020023.285714286,11626827.857142856,234.3571428571429,81.78571428571429,60.785714285714285,81.0,,,0.0085995085995086,5028000,46.25525627912262,0.39777247414478917
2022-09-20,IE,Ireland,EUR,19.0,1661214,,7989,218.7142857142857,1.6666666666666667,0.0076202917483126,Post-Omicron,IRL,,4059342.75,3016544.714285714,4020548.0714285714,11630937.714285716,234.4642857142857,81.82142857142857,60.82142857142857,81.0,,,0.0076202917483126,5028000,43.49926127969087,0.33147706178732433
2022-09-21,IE,Ireland,EUR,47.0,1661261,2.0,7991,222.28571428571428,1.8333333333333333,0.0082476435304198,Post-Omicron,IRL,,4059995.0,3017243.571428572,4021072.857142857,11635047.57142857,234.57142857142856,81.85714285714286,60.85714285714285,81.0,,,0.0082476435304198,5028000,44.20956926923514,0.3646247679660567
2022-09-22,IE,Ireland,EUR,529.0,1661790,4.0,7995,232.8571428571429,2.1666666666666665,0.0093047034764826,Post-Omicron,IRL,,4060647.25,3017942.4285714286,4021597.642857143,11639157.42857143,234.67857142857144,81.89285714285714,60.892857142857146,81.0,,,0.0093047034764826,5028000,46.31208091828618,0.4309201803235216
2022-09-23,IE,Ireland,EUR,309.0,1662099,3.0,7998,240.0,2.333333333333333,0.0097222222222222,Post-Omicron,IRL,,4061299.5,3018641.285714286,4022122.4285714286,11643267.285714284,234.78571428571428,81.92857142857143,60.92857142857143,81.0,,,0.0097222222222222,5028000,47.7326968973747,0.46406788650225395
2022-09-24,IE,Ireland,EUR,248.0,1662347,3.0,8001,237.28571428571428,2.6666666666666665,0.0112382099137066,Post-Omicron,IRL,,4061951.75,3019340.1428571427,4022647.214285714,11647377.142857144,234.8928571428572,81.96428571428571,60.96428571428572,81.0,,,0.0112382099137066,5028000,47.19286282532106,0.5303632988597189
2022-09-25,IE,Ireland,EUR,409.0,1662756,1.0,8002,267.85714285714283,2.6666666666666665,0.0099555555555555,Post-Omicron,IRL,IRL,4062604.0,3020039.0,4023172.0,11651487.0,235.0,82.0,61.0,81.0,2020-12-30,2023-12-23,0.0099555555555555,5028000,53.273099215819975,0.5303632988597189
2022-09-26,IE,Ireland,EUR,342.0,1663098,3.0,8005,271.85714285714283,2.6666666666666665,0.0098090733928884,Post-Omicron,IRL,,4063218.285714286,3020283.0285714287,4023664.742857143,11657228.114285717,235.11428571428573,82.0,61.0,81.0,,,0.0098090733928884,5028000,54.06864416410955,0.5303632988597189
2022-09-27,IE,Ireland,EUR,24.0,1663122,6.0,8011,272.57142857142856,3.142857142857143,0.0115303983228511,Post-Omicron,IRL,,4063832.5714285714,3020527.057142857,4024157.4857142856,11662969.228571428,235.22857142857143,82.0,61.0,81.0,,,0.0115303983228511,5028000,54.21070576201841,0.6250710307989544
2022-09-28,IE,Ireland,EUR,25.0,1663147,1.0,8012,269.42857142857144,3.0,0.0111346765641569,Post-Omicron,IRL,,4064446.857142857,3020771.0857142857,4024650.228571429,11668710.342857145,235.3428571428572,82.0,61.0,81.0,,,0.0111346765641569,5028000,53.58563473121946,0.5966587112171838
2022-09-29,IE,Ireland,EUR,290.0,1663437,2.0,8014,235.28571428571428,2.7142857142857144,0.0115361262902246,Post-Omicron,IRL,,4065061.142857143,3021015.1142857145,4025142.9714285713,11674451.457142858,235.45714285714288,82.0,61.0,81.0,,,0.0115361262902246,5028000,46.79509035117627,0.5398340720536425
2022-09-30,IE,Ireland,EUR,449.0,1663886,2.0,8016,255.28571428571428,2.571428571428572,0.0100727476217123,Post-Omicron,IRL,,4065675.4285714286,3021259.1428571427,4025635.714285714,11680192.57142857,235.57142857142856,82.0,61.0,81.0,,,0.0100727476217123,5028000,50.772815092624164,0.5114217524718719
2022-10-01,IE,Ireland,EUR,459.0,1664345,6.0,8022,285.42857142857144,3.0,0.0105105105105105,Post-Omicron,IRL,,4066289.714285714,3021503.1714285715,4026128.4571428574,11685933.685714286,235.68571428571428,82.0,61.0,81.0,,,0.0105105105105105,5028000,56.767814524377776,0.5966587112171838
2022-10-02,IE,Ireland,EUR,332.0,1664677,4.0,8026,274.42857142857144,3.4285714285714284,0.0124934929724102,Post-Omicron,IRL,,4066904.0,3021747.2,4026621.2,11691674.8,235.8,82.0,61.0,81.0,,,0.0124934929724102,5028000,54.58006591658143,0.6818956699624956
2022-10-03,IE,Ireland,EUR,304.0,1664981,5.0,8031,269.0,3.7142857142857135,0.0138077535847052,Post-Omicron,IRL,,4067518.285714286,3021991.2285714285,4027113.942857143,11697415.914285714,235.9142857142857,82.0,61.0,81.0,,,0.0138077535847052,5028000,53.500397772474145,0.7387203091260369
2022-10-04,IE,Ireland,EUR,47.0,1665028,8.0,8039,272.2857142857143,4.0,0.0146904512067156,Post-Omicron,IRL,,4068132.5714285714,3022235.257142857,4027606.685714286,11703157.028571429,236.02857142857144,82.0,61.0,81.0,,,0.0146904512067156,5028000,54.15388112285487,0.7955449482895783
2022-10-05,IE,Ireland,EUR,266.0,1665294,4.0,8043,306.7142857142857,4.428571428571429,0.0144387517466231,Post-Omicron,IRL,,4068746.857142857,3022479.285714286,4028099.4285714286,11708898.142857144,236.1428571428572,82.0,61.0,81.0,,,0.0144387517466231,5028000,61.0012501420616,0.8807819070348903
2022-10-06,IE,Ireland,EUR,538.0,1665832,3.0,8046,342.1428571428572,4.571428571428571,0.0133611691022964,Post-Omicron,IRL,,4069361.142857143,3022723.314285714,4028592.171428572,11714639.257142857,236.25714285714287,82.0,61.0,81.0,,,0.0133611691022964,5028000,68.04750539834073,0.9091942266166609
2022-10-07,IE,Ireland,EUR,402.0,1666234,6.0,8052,335.42857142857144,5.142857142857143,0.0153321976149914,Post-Omicron,IRL,,4069975.4285714286,3022967.342857143,4029084.914285714,11720380.371428572,236.37142857142857,82.0,61.0,81.0,,,0.0153321976149914,5028000,66.71212637799749,1.0228435049437437
2022-10-08,IE,Ireland,EUR,355.0,1666589,2.0,8054,320.57142857142856,4.571428571428571,0.0142602495543672,Post-Omicron,IRL,,4070589.714285714,3023211.371428572,4029577.657142857,11726121.485714288,236.4857142857143,82.0,61.0,81.0,,,0.0142602495543672,5028000,63.75724514149335,0.9091942266166609
2022-10-09,IE,Ireland,EUR,349.0,1666938,4.0,8058,323.0,4.571428571428571,0.0141530296329057,Post-Omicron,IRL,,4071204.0,3023455.4,4030070.4,11731862.6,236.6,82.0,61.0,81.0,,,0.0141530296329057,5028000,64.24025457438344,0.9091942266166609
2022-10-10,IE,Ireland,EUR,390.0,1667328,5.0,8063,335.2857142857143,4.571428571428571,0.0136344269279931,Post-Omicron,IRL,,4071818.285714286,3023699.4285714286,4030563.142857143,11737603.714285716,236.7142857142857,82.0,61.0,81.0,,,0.0136344269279931,5028000,66.68371405841573,0.9091942266166609
2022-10-11,IE,Ireland,EUR,19.0,1667347,4.0,8067,331.2857142857143,4.0,0.0120741699008193,Post-Omicron,IRL,,4072432.5714285714,3023943.4571428574,4031055.8857142855,11743344.82857143,236.82857142857145,82.0,61.0,81.0,,,0.0120741699008193,5028000,65.88816911012614,0.7955449482895783
2022-10-12,IE,Ireland,EUR,33.0,1667380,2.0,8069,298.0,3.7142857142857135,0.012464046021093,Post-Omicron,IRL,,4073046.857142857,3024187.4857142856,4031548.628571429,11749085.942857144,236.94285714285715,82.0,61.0,81.0,,,0.012464046021093,5028000,59.26809864757359,0.7387203091260369
2022-10-13,IE,Ireland,EUR,705.0,1668085,3.0,8072,321.85714285714283,3.7142857142857135,0.0115401686640035,Post-Omicron,IRL,,4073661.142857143,3024431.5142857144,4032041.371428572,11754827.057142856,237.05714285714285,82.0,61.0,81.0,,,0.0115401686640035,5028000,64.01295601772928,0.7387203091260369
2022-10-14,IE,Ireland,EUR,297.0,1668382,4.0,8076,306.85714285714283,3.4285714285714284,0.0111731843575419,Post-Omicron,IRL,,4074275.4285714286,3024675.5428571426,4032534.1142857145,11760568.17142857,237.17142857142852,82.0,61.0,81.0,,,0.0111731843575419,5028000,61.02966246164336,0.6818956699624956
2022-10-15,IE,Ireland,EUR,404.0,1668786,7.0,8083,313.85714285714283,4.142857142857143,0.0131998179335457,Post-Omicron,IRL,,4074889.714285714,3024919.571428572,4033026.857142857,11766309.285714284,237.28571428571428,82.0,61.0,81.0,,,0.0131998179335457,5028000,62.42186612115012,0.8239572678713492
2022-10-16,IE,Ireland,EUR,362.0,1669148,1.0,8084,315.7142857142857,3.7142857142857135,0.0117647058823529,Post-Omicron,IRL,,4075504.0,3025163.6,4033519.6,11772050.4,237.4,82.0,61.0,81.0,,,0.0117647058823529,5028000,62.79122627571315,0.7387203091260369
2022-10-17,IE,Ireland,EUR,246.0,1669394,5.0,8089,295.1428571428572,3.7142857142857135,0.0125847047434656,Post-Omicron,IRL,,4076118.285714286,3025407.6285714284,4034012.342857143,11777791.514285712,237.5142857142857,82.0,61.0,81.0,,,0.0125847047434656,5028000,58.6998522559382,0.7387203091260369
2022-10-18,IE,Ireland,EUR,106.0,1669500,5.0,8094,307.57142857142856,3.857142857142857,0.0125406409660938,Post-Omicron,IRL,,4076732.5714285714,3025651.657142857,4034505.0857142857,11783532.628571428,237.62857142857143,82.0,61.0,81.0,,,0.0125406409660938,5028000,61.171724059552226,0.7671326287078077
2022-10-19,IE,Ireland,EUR,28.0,1669528,6.0,8100,306.85714285714283,4.428571428571429,0.0144320297951582,Post-Omicron,IRL,,4077346.857142857,3025895.685714286,4034997.828571429,11789273.742857143,237.7428571428572,82.0,61.0,81.0,,,0.0144320297951582,5028000,61.02966246164336,0.8807819070348903
2022-10-20,IE,Ireland,EUR,633.0,1670161,7.0,8107,296.57142857142856,5.0,0.0168593448940269,Post-Omicron,IRL,,4077961.142857143,3026139.714285714,4035490.5714285714,11795014.857142856,237.8571428571429,82.0,61.0,81.0,,,0.0168593448940269,5028000,58.983975451755875,0.9944311853619728
2022-10-21,IE,Ireland,EUR,267.0,1670428,5.0,8112,292.2857142857143,5.142857142857143,0.0175953079178885,Post-Omicron,IRL,,4078575.4285714286,3026383.742857143,4035983.314285714,11800755.971428571,237.97142857142856,82.0,61.0,81.0,,,0.0175953079178885,5028000,58.13160586430276,1.0228435049437437
2022-10-22,IE,Ireland,EUR,422.0,1670850,4.0,8116,294.85714285714283,4.714285714285714,0.0159883720930232,Post-Omicron,IRL,,4079189.714285714,3026627.7714285715,4036476.057142857,11806497.085714286,238.0857142857143,82.0,61.0,81.0,,,0.0159883720930232,5028000,58.64302761677463,0.9376065461984318
2022-10-23,IE,Ireland,EUR,334.0,1671184,4.0,8120,290.85714285714283,5.142857142857143,0.0176817288801571,Post-Omicron,IRL,,4079804.0,3026871.8,4036968.8,11812238.2,238.2,82.0,61.0,81.0,,,0.0176817288801571,5028000,57.84748266848505,1.0228435049437437
2022-10-24,IE,Ireland,EUR,254.0,1671438,6.0,8126,292.0,5.285714285714286,0.0181017612524461,Post-Omicron,IRL,,4080418.285714286,3027115.8285714285,4037461.542857143,11817979.314285714,238.3142857142857,82.0,61.0,81.0,,,0.0181017612524461,5028000,58.07478122513922,1.0512558245255144
2022-10-25,IE,Ireland,EUR,28.0,1671466,2.0,8128,280.85714285714283,4.857142857142857,0.017293997965412,Post-Omicron,IRL,,4081032.5714285714,3027359.8571428573,4037954.285714286,11823720.42857143,238.42857142857144,82.0,61.0,81.0,,,0.017293997965412,5028000,55.85862029776111,0.9660188657802021
2022-10-26,IE,Ireland,EUR,272.0,1671738,5.0,8133,315.7142857142857,4.714285714285714,0.0149321266968325,Post-Omicron,IRL,,4081646.857142857,3027603.885714285,4038447.0285714287,11829461.542857142,238.5428571428572,82.0,61.0,81.0,,,0.0149321266968325,5028000,62.79122627571315,0.9376065461984318
2022-10-27,IE,Ireland,EUR,365.0,1672103,8.0,8141,277.42857142857144,4.857142857142857,0.0175077239958805,Post-Omicron,IRL,,4082261.142857143,3027847.9142857143,4038939.771428572,11835202.657142855,238.65714285714284,82.0,61.0,81.0,,,0.0175077239958805,5028000,55.17672462779862,0.9660188657802021
2022-10-28,IE,Ireland,EUR,376.0,1672479,3.0,8144,293.0,4.571428571428571,0.015602145294978,Post-Omicron,IRL,,4082875.4285714286,3028091.942857143,4039432.5142857134,11840943.771428572,238.77142857142857,82.0,61.0,81.0,,,0.015602145294978,5028000,58.27366746221161,0.9091942266166609
2022-10-29,IE,Ireland,EUR,158.0,1672637,4.0,8148,255.28571428571428,4.571428571428571,0.0179071068830442,Post-Omicron,IRL,,4083489.714285714,3028335.971428572,4039925.257142857,11846684.885714283,238.88571428571427,82.0,61.0,81.0,,,0.0179071068830442,5028000,50.772815092624164,0.9091942266166609
2022-10-30,IE,Ireland,EUR,229.0,1672866,4.0,8152,240.28571428571428,4.571428571428571,0.0190249702734839,Post-Omicron,IRL,IRL,4084104.0,3028580.0,4040418.0,11852426.0,239.0,82.0,61.0,81.0,2020-12-30,2023-12-23,0.0190249702734839,5028000,47.78952153653824,0.9091942266166609
2022-10-31,IE,Ireland,EUR,154.0,1673020,4.0,8156,226.0,4.285714285714286,0.0189633375474083,Post-Omicron,IRL,,4084776.357142857,3028735.071428572,4040958.3214285714,11861119.357142856,239.17857142857144,82.03571428571429,61.0,81.03571428571429,,,0.0189633375474083,5028000,44.94828957836118,0.8523695874531196
2022-11-01,IE,Ireland,EUR,29.0,1673049,3.0,8159,226.14285714285717,4.428571428571429,0.0195830701200252,Post-Omicron,IRL,,4085448.714285714,3028890.1428571427,4041498.642857143,11869812.714285716,239.3571428571429,82.07142857142857,61.0,81.07142857142857,,,0.0195830701200252,5028000,44.97670189794295,0.8807819070348903
2022-11-02,IE,Ireland,EUR,139.0,1673188,8.0,8167,207.14285714285717,4.857142857142857,0.0234482758620689,Post-Omicron,IRL,,4086121.0714285714,3029045.214285714,4042038.964285714,11878506.07142857,239.53571428571428,82.10714285714286,61.0,81.10714285714286,,,0.0234482758620689,5028000,41.19786339356745,0.9660188657802021
2022-11-03,IE,Ireland,EUR,477.0,1673665,4.0,8171,223.14285714285717,4.285714285714286,0.0192061459667093,Post-Omicron,IRL,,4086793.4285714286,3029200.285714286,4042579.285714286,11887199.42857143,239.7142857142857,82.14285714285714,61.0,81.14285714285714,,,0.0192061459667093,5028000,44.380043186725764,0.8523695874531196
2022-11-04,IE,Ireland,EUR,545.0,1674210,9.0,8180,247.28571428571428,5.142857142857143,0.0207972270363951,Post-Omicron,IRL,,4087465.785714286,3029355.3571428573,4043119.607142857,11895892.785714284,239.8928571428572,82.17857142857143,61.0,81.17857142857143,,,0.0207972270363951,5028000,49.181725196045,1.0228435049437437
2022-11-05,IE,Ireland,EUR,327.0,1674537,4.0,8184,271.42857142857144,5.142857142857143,0.0189473684210526,Post-Omicron,IRL,,4088138.142857143,3029510.4285714286,4043659.9285714286,11904586.142857144,240.07142857142856,82.21428571428571,61.0,81.21428571428571,,,0.0189473684210526,5028000,53.98340720536425,1.0228435049437437
2022-11-06,IE,Ireland,EUR,234.0,1674771,1.0,8185,272.1428571428572,4.714285714285714,0.0173228346456692,Post-Omicron,IRL,,4088810.5,3029665.5,4044200.25,11913279.5,240.25,82.25,61.0,81.25,,,0.0173228346456692,5028000,54.125468803273115,0.9376065461984318
2022-11-07,IE,Ireland,EUR,215.0,1674986,6.0,8191,280.85714285714283,5.0,0.0178026449643947,Post-Omicron,IRL,,4089482.857142857,3029820.571428572,4044740.5714285714,11921972.857142856,240.42857142857144,82.28571428571429,61.0,81.28571428571429,,,0.0178026449643947,5028000,55.85862029776111,0.9944311853619728
2022-11-08,IE,Ireland,EUR,18.0,1675004,5.0,8196,279.2857142857143,5.285714285714286,0.018925831202046,Post-Omicron,IRL,,4090155.214285714,3029975.6428571427,4045280.892857143,11930666.214285716,240.6071428571429,82.32142857142857,61.0,81.32142857142857,,,0.018925831202046,5028000,55.54608478236163,1.0512558245255144
2022-11-09,IE,Ireland,EUR,191.0,1675195,5.0,8201,286.7142857142857,4.857142857142857,0.0169407075236671,Post-Omicron,IRL,,4090827.5714285714,3030130.714285714,4045821.214285714,11939359.57142857,240.78571428571428,82.35714285714286,61.0,81.35714285714286,,,0.0169407075236671,5028000,57.02352540061371,0.9660188657802021
2022-11-10,IE,Ireland,EUR,528.0,1675723,7.0,8208,294.0,5.285714285714286,0.0179786200194363,Post-Omicron,IRL,,4091499.9285714286,3030285.785714286,4046361.535714286,11948052.92857143,240.9642857142857,82.39285714285714,61.0,81.39285714285714,,,0.0179786200194363,5028000,58.47255369928401,1.0512558245255144
2022-11-11,IE,Ireland,EUR,364.0,1676087,5.0,8213,268.1428571428572,4.714285714285714,0.0175812466702184,Post-Omicron,IRL,,4092172.285714286,3030440.8571428573,4046901.857142857,11956746.285714284,241.1428571428572,82.42857142857143,61.0,81.42857142857143,,,0.0175812466702184,5028000,53.32992385498354,0.9376065461984318
2022-11-12,IE,Ireland,EUR,263.0,1676350,4.0,8217,259.0,4.714285714285714,0.0182018753447324,Post-Omicron,IRL,,4092844.642857143,3030595.9285714286,4047442.1785714286,11965439.642857144,241.32142857142856,82.46428571428571,61.0,81.46428571428571,,,0.0182018753447324,5028000,51.5115354017502,0.9376065461984318
2022-11-13,IE,Ireland,EUR,226.0,1676576,3.0,8220,257.85714285714283,5.0,0.0193905817174515,Post-Omicron,IRL,,4093517.0,3030751.0,4047982.5,11974133.0,241.5,82.5,61.0,81.5,,,0.0193905817174515,5028000,51.28423684509603,0.9944311853619728
2022-11-14,IE,Ireland,EUR,283.0,1676859,4.0,8224,267.57142857142856,4.714285714285714,0.0176187933796049,Post-Omicron,IRL,,4094189.357142857,3030906.071428572,4048522.8214285714,11982826.357142856,241.67857142857144,82.53571428571429,61.0,81.53571428571429,,,0.0176187933796049,5028000,53.21627457665644,0.9376065461984318
2022-11-15,IE,Ireland,EUR,33.0,1676892,4.0,8228,269.7142857142857,4.571428571428571,0.0169491525423728,Post-Omicron,IRL,,4094861.714285714,3031061.1428571427,4049063.142857143,11991519.714285716,241.8571428571429,82.57142857142857,61.0,81.57142857142857,,,0.0169491525423728,5028000,53.642459370383,0.9091942266166609
2022-11-16,IE,Ireland,EUR,29.0,1676921,3.0,8231,246.57142857142856,4.285714285714286,0.0173812282734646,Post-Omicron,IRL,,4095534.0714285714,3031216.214285714,4049603.464285714,12000213.07142857,242.03571428571428,82.60714285714286,61.0,81.60714285714286,,,0.0173812282734646,5028000,49.039663598136144,0.8523695874531196
2022-11-17,IE,Ireland,EUR,465.0,1677386,2.0,8233,237.57142857142856,3.571428571428572,0.0150330727600721,Post-Omicron,IRL,,4096206.4285714286,3031371.285714286,4050143.785714286,12008906.42857143,242.2142857142857,82.64285714285714,61.0,81.64285714285714,,,0.0150330727600721,5028000,47.249687464484595,0.7103079895442665
2022-11-18,IE,Ireland,EUR,295.0,1677681,5.0,8238,227.7142857142857,3.571428571428572,0.0156838143036386,Post-Omicron,IRL,,4096878.785714286,3031526.3571428573,4050684.107142857,12017599.785714284,242.3928571428572,82.67857142857143,61.0,81.67857142857143,,,0.0156838143036386,5028000,45.28923741334242,0.7103079895442665
2022-11-19,IE,Ireland,EUR,280.0,1677961,8.0,8246,230.14285714285717,4.142857142857143,0.0180012414649286,Post-Omicron,IRL,,4097551.142857143,3031681.4285714286,4051224.4285714286,12026293.142857144,242.57142857142856,82.71428571428571,61.0,81.71428571428571,,,0.0180012414649286,5028000,45.77224684623253,0.8239572678713492
2022-11-20,IE,Ireland,EUR,180.0,1678141,8.0,8254,223.57142857142856,4.857142857142857,0.0217252396166134,Post-Omicron,IRL,,4098223.5,3031836.5,4051764.75,12034986.5,242.75,82.75,61.0,81.75,,,0.0217252396166134,5028000,44.46528014547107,0.9660188657802021
2022-11-21,IE,Ireland,EUR,214.0,1678355,5.0,8259,213.7142857142857,5.0,0.0233957219251336,Post-Omicron,IRL,,4098895.857142857,3031991.571428572,4052305.0714285714,12043679.857142856,242.92857142857144,82.78571428571429,61.0,81.78571428571429,,,0.0233957219251336,5028000,42.504830094328895,0.9944311853619728
2022-11-22,IE,Ireland,EUR,18.0,1678373,7.0,8266,211.57142857142856,5.428571428571429,0.025658338960162,Post-Omicron,IRL,,4099568.214285714,3032146.6428571427,4052845.392857143,12052373.214285716,243.1071428571429,82.82142857142857,61.0,81.82142857142857,,,0.025658338960162,5028000,42.07864530060234,1.079668144107285
2022-11-23,IE,Ireland,EUR,26.0,1678399,3.0,8269,211.14285714285717,5.428571428571429,0.0257104194857916,Post-Omicron,IRL,,4100240.5714285714,3032301.714285714,4053385.714285714,12061066.57142857,243.28571428571428,82.85714285714286,61.0,81.85714285714286,,,0.0257104194857916,5028000,41.993408341857034,1.079668144107285
2022-11-24,IE,Ireland,EUR,428.0,1678827,4.0,8273,205.8571428571429,5.714285714285714,0.0277585010409437,Post-Omicron,IRL,,4100912.9285714286,3032456.785714286,4053926.035714286,12069759.92857143,243.4642857142857,82.89285714285714,61.0,81.89285714285714,,,0.0277585010409437,5028000,40.94215251733152,1.1364927832708263
2022-11-25,IE,Ireland,EUR,263.0,1679090,3.0,8276,201.28571428571428,5.428571428571429,0.0269694819020582,Post-Omicron,IRL,,4101585.285714286,3032611.8571428573,4054466.357142857,12078453.285714284,243.6428571428572,82.92857142857143,61.0,81.92857142857143,,,0.0269694819020582,5028000,40.03295829071485,1.079668144107285
2022-11-26,IE,Ireland,EUR,385.0,1679475,4.0,8280,216.28571428571428,4.857142857142857,0.0224570673712021,Post-Omicron,IRL,,4102257.642857143,3032766.9285714286,4055006.6785714286,12087146.642857144,243.82142857142856,82.96428571428571,61.0,81.96428571428571,,,0.0224570673712021,5028000,43.01625184680077,0.9660188657802021
2022-11-27,IE,Ireland,EUR,217.0,1679692,4.0,8284,221.57142857142856,4.285714285714286,0.0193423597678916,Post-Omicron,IRL,IRL,4102930.0,3032922.0,4055547.0,12095840.0,244.0,83.0,61.0,82.0,2020-12-30,2023-12-23,0.0193423597678916,5028000,44.06750767132629,0.8523695874531196
2022-11-28,IE,Ireland,EUR,267.0,1679959,5.0,8289,229.14285714285717,4.285714285714286,0.0187032418952618,Post-Omicron,IRL,,4102990.8214285714,3033233.6785714286,4055606.0714285714,12099927.214285716,244.07142857142856,83.0,61.0,82.0,,,0.0187032418952618,5028000,45.57336060916014,0.8523695874531196
2022-11-29,IE,Ireland,EUR,25.0,1679984,,8289,230.14285714285717,3.8333333333333335,0.0166563211255948,Post-Omicron,IRL,,4103051.642857143,3033545.3571428573,4055665.142857143,12104014.42857143,244.1428571428572,83.0,61.0,82.0,,,0.0166563211255948,5028000,45.77224684623253,0.7623972421108459
2022-11-30,IE,Ireland,EUR,187.0,1680171,2.0,8291,253.14285714285717,3.6666666666666665,0.014484574868322,Post-Omicron,IRL,,4103112.464285714,3033857.035714286,4055724.214285714,12108101.642857144,244.2142857142857,83.0,61.0,82.0,,,0.014484574868322,5028000,50.3466302988976,0.7292495359321134
2022-12-01,IE,Ireland,EUR,377.0,1680548,6.0,8297,245.8571428571429,4.0,0.0162696106914584,Post-Omicron,IRL,,4103173.285714286,3034168.714285714,4055783.285714286,12112188.857142856,244.28571428571428,83.0,61.0,82.0,,,0.0162696106914584,5028000,48.89760200022731,0.7955449482895783
2022-12-02,IE,Ireland,EUR,292.0,1680840,5.0,8302,250.0,4.333333333333333,0.0173333333333333,Post-Omicron,IRL,,4103234.107142857,3034480.3928571427,4055842.357142857,12116276.07142857,244.3571428571429,83.0,61.0,82.0,,,0.0173333333333333,5028000,49.72155926809865,0.8618403606470432
2022-12-03,IE,Ireland,EUR,319.0,1681159,9.0,8311,240.57142857142856,5.166666666666667,0.0214766429136975,Post-Omicron,IRL,,4103294.9285714286,3034792.071428572,4055901.4285714286,12120363.285714284,244.42857142857144,83.0,61.0,82.0,,,0.0214766429136975,5028000,47.84634617570178,1.0275788915407056
2022-12-04,IE,Ireland,EUR,278.0,1681437,5.0,8316,249.28571428571428,5.333333333333333,0.0213944603629417,Post-Omicron,IRL,,4103355.75,3035103.75,4055960.5,12124450.5,244.5,83.0,61.0,82.0,,,0.0213944603629417,5028000,49.579497670189795,1.0607265977194378
2022-12-05,IE,Ireland,EUR,373.0,1681810,8.0,8324,264.42857142857144,5.833333333333333,0.0220601476679272,Post-Omicron,IRL,,4103416.5714285714,3035415.4285714286,4056019.5714285714,12128537.714285716,244.57142857142856,83.0,61.0,82.0,,,0.0220601476679272,5028000,52.59120354585749,1.1601697162556353
